exerciseId,name,gifUrl,targetMuscles,bodyParts,equipments,secondaryMuscles,instructions,Environment
home_08,tricep dip on chair,,['triceps'],['arms'],['chair'],"['shoulders', 'chest']","['Step:1 Sit on the edge of a sturdy chair, hands next to hips.', 'Step:2 Slide off and lower your body by bending elbows.', 'Step:3 Push back up.']",Gym
home_09,doorframe row,,"['back', 'biceps']",['back'],['doorframe'],['rear delts'],"['Step:1 Stand in a doorframe, holding the sides.', 'Step:2 Lean back until arms are straight.', 'Step:3 Pull your chest towards the doorframe using your back muscles.']",Gym
home_10,bicycle crunch,,"['abs', 'obliques']",['waist'],['body weight'],['hip flexors'],"['Step:1 Lie on back, hands behind head.', 'Step:2 Bring opposite elbow to opposite knee while extending the other leg.', 'Step:3 Alternate sides.']",Home
new_01,diamond push up,None,"['triceps', 'chest']",['arms'],['body weight'],['shoulders'],"['Step:1 Hands close together forming a diamond.', 'Step:2 Lower chest to hands.', 'Step:3 Push back up.']",Home
new_02,decline push up,None,"['shoulders', 'chest']",['chest'],"['body weight', 'chair']",['triceps'],"['Step:1 Feet on a chair, hands on floor.', 'Step:2 Perform a push up.']",Home
new_03,bulgarian split squat,None,"['quads', 'glutes']",['legs'],"['body weight', 'chair']",['hamstrings'],"['Step:1 One foot on chair behind you.', 'Step:2 Squat down with front leg.', 'Step:3 Drive back up.']",Home
new_04,single leg glute bridge,None,['glutes'],['legs'],['body weight'],['hamstrings'],"['Step:1 Lie on back, one knee bent, other leg straight.', 'Step:2 Lift hips using one leg.']",Home
new_05,side plank,None,"['abs', 'obliques']",['waist'],['body weight'],['shoulders'],"['Step:1 Prop yourself on one elbow.', 'Step:2 Lift hips to form straight line.', 'Step:3 Hold.']",Home
new_06,dead bug,None,"['abs', 'core']",['waist'],['body weight'],['none'],"['Step:1 Lie on back, arms and legs in air.', 'Step:2 Lower opposite arm and leg.', 'Step:3 Return and switch.']",Home
new_07,wall sit,None,['quads'],['legs'],"['body weight', 'wall']",['calves'],"['Step:1 Lean against wall.', 'Step:2 Slide down until knees at 90 degrees.', 'Step:3 Hold.']",Home
new_08,inchworm,None,"['hamstrings', 'shoulders']",['full body'],['body weight'],['abs'],"['Step:1 Stand tall.', 'Step:2 Walk hands out to plank.', 'Step:3 Walk hands back to feet.']",Home
new_09,commando plank,None,"['abs', 'shoulders']",['core'],['body weight'],['triceps'],"['Step:1 Start in plank.', 'Step:2 Go down to elbows one by one.', 'Step:3 Push back up to hands.']",Home
new_10,calf jump,None,"['calves', 'cardio']",['legs'],['body weight'],['none'],"['Step:1 Stand straight.', 'Step:2 Jump using only ankles/calves.', 'Step:3 Land softly.']",Home
new_11,tuck jump,None,['cardio'],['legs'],['body weight'],['abs'],"['Step:1 Jump high.', 'Step:2 Bring knees to chest in air.']",Home
new_12,box jump,None,"['cardio', 'legs']",['legs'],['plyo box'],['glutes'],"['Step:1 Stand in front of box.', 'Step:2 Jump onto it landing soft.', 'Step:3 Step down.']",Gym
new_13,speed skater,None,['cardio'],['legs'],['body weight'],['glutes'],"['Step:1 Jump side to side like a skater.', 'Step:2 Swing arms for momentum.']",Home
new_14,kettlebell swing,None,"['cardio', 'hamstrings']",['full body'],['kettlebell'],['glutes'],"['Step:1 Hinge at hips holding KB.', 'Step:2 Snap hips forward to swing KB up.']",Gym
new_15,medicine ball slam,None,"['cardio', 'abs']",['full body'],['medicine ball'],['shoulders'],"['Step:1 Lift ball overhead.', 'Step:2 Slam it down hard.', 'Step:3 Catch and repeat.']",Gym
new_16,star jump,None,['cardio'],['full body'],['body weight'],['none'],"['Step:1 Squat down.', 'Step:2 Jump up spreading arms and legs like a star.']",Home
new_17,fast feet,None,['cardio'],['legs'],['body weight'],['calves'],"['Step:1 Run in place with very small, fast steps.']",Home
new_18,flutter kicks,None,"['abs', 'cardio']",['core'],['body weight'],['hip flexors'],"['Step:1 Lie on back.', 'Step:2 Kick legs up and down without touching floor.']",Home
new_19,step up jump,None,"['cardio', 'legs']",['legs'],"['chair', 'box']",['glutes'],"['Step:1 Step on box.', 'Step:2 Drive other knee up and jump.', 'Step:3 Switch legs.']",Gym
new_20,plank to squat,None,['cardio'],['full body'],['body weight'],['legs'],"['Step:1 Start in plank.', 'Step:2 Jump feet forward to squat.', 'Step:3 Jump back to plank.']",Home
new_21,face pull,None,"['shoulders', 'back']",['shoulders'],['cable'],['rotator cuff'],"['Step:1 Set cable high.', 'Step:2 Pull rope to face separating hands.', 'Step:3 Squeeze rear delts.']",Gym
new_22,lat pullover,None,"['lats', 'back']",['back'],"['cable', 'dumbbell']",['triceps'],"['Step:1 Lie on bench or stand.', 'Step:2 Pull weight from overhead down to hips with straight arms.']",Gym
new_23,arnold press,None,['shoulders'],['shoulders'],['dumbbell'],['triceps'],"['Step:1 Hold DBs palms facing you.', 'Step:2 Press up while rotating palms out.']",Gym
new_24,romanian deadlift,None,['hamstrings'],['legs'],"['barbell', 'dumbbell']","['glutes', 'lower back']","['Step:1 Hinge at hips keeping legs slightly bent.', 'Step:2 Lower weight to shins.', 'Step:3 Pull back up.']",Gym
new_25,t-bar row,None,['back'],['back'],"['barbell', 'machine']",['biceps'],"['Step:1 Straddle the bar.', 'Step:2 Bend over and pull bar to chest.']",Gym
